"POINT (-6.191506099999999 53.35865099999999)",Circle K (bull),
"POINT (-6.213117899999999 53.3541566)",Circle K Dublin Port,
"POINT (-6.214434199999999 53.3840467)",Maxol Artane,
"POINT (-7.608888899999999 52.0972222)",Centra Coolagh,A Maxol garage with a Centra shop; nice clean male and female toilets in the Centra
"POINT (-6.961017 52.9962902)",Conlans Family Centra,
"POINT (-6.988286999999999 53.00167330000001)",Applegreen,
"POINT (-6.967412199999999 52.9943226)",Circle K Athy Dublin Road,
"POINT (-6.3621414 52.38817719999999)",Curracloe Beach,
"POINT (-6.359216099999998 52.399807)",Car Park,
"POINT (-9.2624797 51.5534774)",Norton House Car Park,
"POINT (-6.291937000000001 53.33137300000001)",Dolphin's Barn Library,Monday 1pm to 8pm

Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm
"POINT (-6.968998 53.917844)",Tesco Bailieborough Toilets,
"POINT (-6.256538300000001 53.3432286)",Trinity Arts block. Downstairs from the Perch cafe,
"POINT (-7.342356 53.515231)",Centra Lynn Road,
"POINT (-8.582559 51.645155)",Garretstown Strand ,across the road from Lifeguard Station
"POINT (-8.563956 51.640195)",Toilets,By pitch and putt course
"POINT (-9.2170921 53.6272855)",Tesco Superstore,
"POINT (-8.2256636 53.32317190000001)",Tesco Superstore,
"POINT (-8.0806234 53.94500230000001)",Tesco Superstore,
"POINT (-8.953745000000001 53.939281)",Tesco Superstore,
"POINT (-8.998656900000002 53.7251316)",Tesco Superstore,
"POINT (-6.1593896 53.2974482)",Seapoint Beach,
"POINT (-8.560746199999997 53.18610409999999)",The Long Point,
"POINT (-6.179874999999999 53.3019361)",Blackrock Shopping Centre,Bottom floor under the stairs
"POINT (-7.7020244 52.35704680000001)",Dunnes Stores,
"POINT (-6.950218899999999 52.3895001)",New Ross Park (Pearse Park),
"POINT (-6.197899500000001 53.2585585)",Leopardstown Valley Shopping Centre,
"POINT (-6.302879 53.4037122)",Charlestown Shopping Centre Toilets,
"POINT (-6.2661904 53.38206929999999)",Circle K Nevin,
"POINT (-8.331370908709985 51.84961197106684)",Public Toilet,Coin operated public toilet
"POINT (-6.2680445 53.3209935)",Circle K Grosvenor (Rathmines),
"POINT (-9.0483711 53.2796671)",Galway Shopping Centre Toilets,
"POINT (-9.0460765 53.2805894)",Galway Shopping Centre Toilets,
"POINT (-8.729919099999998 51.74591309999999)",ALDI,
"POINT (-6.379635299999999 53.35030740000001)",Moriarty's SuperValu Palmerstown,
"POINT (-8.708749 52.597613)",Centra Patrickswell,
"POINT (-8.6243483 52.6589727)",Limerick Bus Station Toilets,
"POINT (-7.2512311 52.65045689999999)",Toilet,
"POINT (-6.327184400000001 53.3356016)",Applegreen,
"POINT (-8.6280126 52.6591824)",Public Toilet,Coin operated
"POINT (-9.3195219 51.8387)",Gougane Barra Toilets,
"POINT (-6.6600095 53.6436901)",Johnstown Shopping Centre Toilets,
"POINT (-6.651369099999998 52.65546939999999)",Bunclody Public Toilets,
"POINT (-6.4949699 52.5899444)",Applegreen,
"POINT (-8.606826200000002 51.8914337)",Regional Park Ballincollig Toilet,
"POINT (-6.459403000000001 53.35300729999999)",Tesco Superstore,
"POINT (-7.466447400000003 53.2664061)",Tesco Extra,
"POINT (-7.497010299999999 53.2914426)",Circle K Tullamore,
"POINT (-6.798187400000002 53.17810770000001)",WhiteWater Shopping Centre,
"POINT (-9.832074 52.3385552)",Banna Beach Toilets,
"POINT (-9.180451 53.338798)",SuperValu Moycullen,
"POINT (-6.733160000000001 52.80449970000001)",Flynns Foodhall & Supermac's,
"POINT (-8.111205000000002 54.65054600000001)",SuperValu,
"POINT (-8.661664000000002 52.669838)",Dunnes Stores,
"POINT (-8.975269899999999 52.8388824)",Ennis,
"POINT (-8.4400516 52.8075065)",Public Toilets,Coin Operated
"POINT (-6.1890651 53.3960894)",Lidl,
"POINT (-6.2135875 53.3957994)",Northside Shopping Centre Toilets,
"POINT (-8.6617588 52.66974800000001)",Jetland Shopping Centre,Located in Underground car park
"POINT (-7.796345100000002 53.72718)",St Mel's Cathedral,
"POINT (-9.126871 53.2512899)",Silverstrand Beach,
"POINT (-8.691281499999997 52.42717380000001)",O'Rourkes Cross Petrol Station,
"POINT (-8.6823555 52.36057270000001)",Lees Centra/Applegreen,
"POINT (-8.710308 52.59669179999999)",Circle K Patrickswell McDermott's,
"POINT (-7.803469199999999 53.7241261)",Davis's SuperValu Longford,
"POINT (-7.796098599999999 53.72430749999999)",Longford Train Station,
"POINT (-9.4845839 52.6380083)",Public Toilets,Coin Operated
"POINT (-7.150440799999998 53.76887909999999)",Top Oil Oldcastle Service Station,
"POINT (-6.9279803 52.3906366)",Tesco Superstore,Upstairs
"POINT (-8.4967889 51.8955232)",Public Toilets,
"POINT (-6.410870999999999 53.40629)",Maxol M3 Mulhuddart Services,
"POINT (-7.6915942 52.3618263)",Tesco Extra,
"POINT (-6.910636900000001 52.1342391)",Slade Harbour,
"POINT (-8.854755100000002 53.51563460000001)",Tuam Shopping Centre,
"POINT (-9.047027000000002 52.44968000000001)",Tesco Superstore,
"POINT (-9.903721099999999 53.76182129999999)",Roonagh Pier @ Wild Atlantic Way,
"POINT (-7.543637999999999 52.05445520000001)",Public Toilets,
"POINT (-6.3858337 52.2725281)",Public Toilets,
"POINT (-6.79328 53.919073)",Dún na Rí Forest Park Toilets,
"POINT (-6.5948723 53.3821862)",Lyreen Manor Shopping Centre Toilets,
"POINT (-8.982889300000002 52.8451625)",Public toilet,Pay to use
"POINT (-6.3483215 52.1972262)",Carne Public Toilets,
"POINT (-6.273548 53.273972)",Marlay Park Toilets,
"POINT (-6.416333 53.311536)",Corkagh Park Toilets,
"POINT (-8.521569 51.7047222)",Public Toilet ,Pay to use
"POINT (-9.0859976 53.25776)",Ladies Beach Toilets,
"POINT (-6.541020199999999 53.5132413)",Lidl Dunshaughlin,
"POINT (-6.5883181 53.38007750000001)",Shoda Market Cafe,
"POINT (-6.303389 53.2989104)",MACE Templeogue,At the back of Mace. Closes at about 6pm.
"POINT (-6.2320167 53.3321808)",Avoca Ballsbridge Food Market,
"POINT (-7.909369399999999 53.0901066)",Tesco Superstore,
"POINT (-6.1054386 53.5853667)",Public Toilet,
"POINT (-8.464598799999997 51.87872280000001)",Tramore Valley Park,
"POINT (-6.949504999999999 54.24152979999999)",Bogue Londis,
"POINT (-6.958794999999999 54.25888699999999)",Maxol,
"POINT (-6.9597913 54.2636809)",Circle K Mullamurphy,
"POINT (-10.0154791 51.8050524)",Staigue Stone Fort,
"POINT (-10.1047638 52.0244318)",Public Toilet,
"POINT (-6.310946800000001 53.3763908)",Aldi,
"POINT (-6.950878599999999 55.0502151)",Limavady public toilets,
"POINT (-6.718458199999999 55.1878015)",Public Toilets,
"POINT (-7.472362700000001 54.7845804)",Public toilets,
"POINT (-7.2333789 54.7177471)",Gortin public toilets.,
"POINT (-7.300831100000001 54.598949)",Omagh public toilets,
"POINT (-6.0592235 54.17945899999999)",Public Toilet,
"POINT (-5.902500600000002 54.66398470000001)",Public Toilets Hazelbank Park,
"POINT (-6.3725307 54.29262569999999)",Public Toilets,
"POINT (-7.638689699999999 54.34616479999999)",Toilets,
"POINT (-5.9560701 54.5747088)",Public Toilets,
"POINT (-5.9207893 54.5823946)",Ormeau Park Public Toilets,
"POINT (-5.925247700000001 54.5996506)",Belfast City Council Public Toilet,
"POINT (-5.926696600000001 54.6095936)",Public Toilets,
"POINT (-6.2422933 55.20816379999999)",Public Toilets,
"POINT (-7.132389099999997 54.42822539999999)",Augher Public Toilets,
"POINT (-7.459382 54.37742309999999)",Toilets,
"POINT (-7.405577699999999 54.31482399999999)",Toilets,
"POINT (-7.1695802 54.23853399999999)",Toilets,
"POINT (-7.402294099999998 54.15188039999999)",Toilets,
"POINT (-7.568586799999999 54.1934681)",Public Toilets,
"POINT (-6.3558995 54.8887301)",WC,
"POINT (-7.945201399999998 52.885143)",Barack Obama Plaza,
"POINT (-8.198384899999999 52.8703866)",Tesco Superstore,
"POINT (-6.059133368839224 53.141490216383126)",Greystones South Beach Car Park.


,Publicly accessible, automatic, self cleaning 50c per use.
"POINT (-8.361463 54.950428)",Public Toilets Dungloe,
"POINT (-8.790534799999998 52.5551087)",Adare Play Ground,Self-cleaning Portaloo in carpark.
"POINT (-6.772080099999999 52.7424048)",Nolan's Service Station,
"POINT (-5.808250499999999 54.71355209999999)",Public Toilets,
"POINT (-7.289101499999998 52.7312688)",Jenkinstown Wood And Walled Garden Walk,
"POINT (-8.2804113 54.7951207)",Glenties Public Toilets,
"POINT (-8.4420685 54.9831633)",Arranmore Ferry Pier,Free Toilet beside the ferry pier, yes accessible. Men’s/women’s and accessible.
"POINT (-6.249314000000001 54.098687)",Public toilet,
"POINT (-6.214990899999999 53.4447684)",Tesco Superstore,
"POINT (-9.8262514 51.54582589999999)",Sheep's Head Walk - Tooreen Turning Point,
"POINT (-10.0775302 53.9749206)",Keel beach public toilets,
"POINT (-6.320135000000001 54.7504349)",Randalstown public toilets.,
"POINT (-8.664271099999999 54.6265271)",Slieve League Car Park,
"POINT (-8.914187099999998 53.3669497)",H91 E7F4,
"POINT (-7.7999662 53.7255933)",Public Toilet,Pay to use
"POINT (-8.710078 51.635197)",Courtmacsherry Public Toilets,
"POINT (-8.6472008 52.640473)",Crescent Shopping Centre Toilets,
"POINT (-6.540958 53.858254)",Ardee Public Toilets,Toilets are located on the left hand side of the library building exterior. Street sign pointing to them.

They’re open and kept in reasonable condition. Wheelchair bathroom also there.
"POINT (-8.9468571 53.3406448)",Hughes's SuperValu Claregalway,Downstairs bathroom can be seen when you enter the back entrance to your right. When you enter front entrance there is a stairs to your right, go up the stairs, go straight and take the right turn at the end. Bathroom should be 2nd/3rd door on the right.

Both bathrooms are public and are open 8am-9pm Monday - Saturday
9am-7pm Sunday
"POINT (-7.319166700000001 54.99472220000001)",Foyleside Shopping Centre,
"POINT (-7.3206394 54.9957848)",Richmond Shopping Centre,
"POINT (-7.755753999999999 52.4123133)",St Michaels church,
"POINT (-8.448025699999997 54.83838240000001)",Pirates of the Coffeebean,
"POINT (-8.5912023 51.8891231)",CastleWest Shopping Centre Toilets,
"POINT (-6.317565 53.31594699999999)",Ashleaf Shopping Centre,
"POINT (-8.7277147 54.05558120000001)",Daybreak/Top Oil,
"POINT (-8.8002509 53.9617832)",MACE Charlestown,
"POINT (-7.9724062 55.1838457)",Public Toilets,Free to use
"POINT (-7.0585576 53.3428838)",Edenderry Shopping Centre,
"POINT (-6.1626969 53.3948826)",Donaghmede Shopping Centre Toilets,
"POINT (-6.733000400000001 54.11539440000001)",Circle K Castleblaney,
"POINT (-7.226248000000001 54.1816082)",Circle K,
"POINT (-7.227853499999998 54.1802272)",Applegreen,
"POINT (-6.2278917 52.6439436)",Courtown Public Toilets,
"POINT (-6.979248699999999 54.41717360000001)",Daly's SuperValu Aughnacloy,
"POINT (-7.609279399999999 53.341195)",Clara Filling Station,
"POINT (-9.3178057 53.42785189999999)",Top Oil Oughterard Service Station,
"POINT (-6.588386100000001 53.3804433)",Casey/Nally's SuperValu Maynooth,
"POINT (-8.5823624 52.2205457)",Doneraile Park Toilets,
"POINT (-6.87730490173587 53.41112856571281)",53.41112856571281, -6.87730490173587,
"POINT (-7.107286917075915 53.452355408965346)",53.452355408965346, -7.107286917075915,
"POINT (-8.194543 52.8634036)",Lidl,
"POINT (-6.2614631 53.82717359999999)",Port Beach,
"POINT (-6.2210367 53.7977393)",Port Oriel Public Toilets,
"POINT (-9.197799 54.2332393)",Ross Beach Public Toilets,
"POINT (-8.4207923 51.8966605)",Circle K,
"POINT (-8.9579285 54.2918565)",Public Toilets - O'Dowd Castle,
"POINT (-7.9001929 53.41508409999999)",Smyths Toys Superstores,
"POINT (-8.656468 52.633091)",Maxol Service Station, Dooradoyle,
"POINT (-9.280230000000001 53.85026999999999)",Circle K Castlebar Londis,
"POINT (-9.284866500000001 53.8568928)",Mulroy's Filling Station,
"POINT (-9.3017671 53.84839479999999)",Corrib Oil Castlebar Petrol Station,
"POINT (-7.3916694 52.5423538)",Public Toilets Callan,
"POINT (-9.118786055535722 51.565337675284894)",Glandore Gardens Toilets,
"POINT (-9.520684 53.8020627)",Maxol Service Station, Newport Road,Door in the middle of the seating area.
Please do support them when using toilet :)
"POINT (-9.495295899999999 53.8039436)",Corrib Oil Westport Petrol Station,Toilets around the back, on the left hand side.
Open most of the day until after 5pm. Then you have to request the key.
Please do purchase something small to support them!
"POINT (-6.2668937 53.2897123)",Toilets Nutgrove Shopping Centre,
"POINT (-9.5451112 53.7991079)",Centra The Quay, Westport,Where the seating area is.
"POINT (-6.4045893 53.9981612)",Tesco Extra,
"POINT (-6.2411149 52.5140257)",Morriscastle Public Toilets,
"POINT (-7.7986726 52.9552049)",Roscrea Shopping Centre,
"POINT (-6.7188364 55.1832677)",portstewart town hall,Female and Male toilets beside the cresent/library

"POINT (-9.6532958 52.6777616)",Kilkee Public Toilets,
"POINT (-5.8841716 54.6809819)",Loughshore Public Toilets,
"POINT (-8.2125214 52.86169659999999)",Daybreak Cleary's,
"POINT (-8.68025824453436 52.631824914042554)",Mungret Park Toilet,Coin operated - 50c right beside the playground
"POINT (-7.3117293 54.9979836)",Ebrington Square,3 toilets beside car park, all disabled access
"POINT (-8.467371500000002 54.2620151)",Innisfree Service Station,
"POINT (-6.267678 53.337481)",Kevin Street Library,Monday 1pm to 8pm

Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm
"POINT (-8.4472687 51.9161498)",Dunnes Stores,
"POINT (-6.3526886 53.30949330000001)",Applegreen,
"POINT (-10.0582885 51.6322871)",Ballydonegan Beach,
"POINT (-6.112715400000001 53.0912068)",Dunnes Stores,
"POINT (-8.250932100000002 53.7776356)",Applegreen,
"POINT (-7.396982299999999 52.73264640000001)",Mace/Inver,
"POINT (-7.202150999999999 52.80722)",Castlecomer Discovery Park,
"POINT (-7.4670034 54.0065467)",Killykeen Forest Park Toilets,
"POINT (-6.4234987 53.72295829999999)",Brambles Cafe,
"POINT (-7.548040799999999 54.7927049)",Mackles Ice Cream,
"POINT (-9.5540313 53.2889404)",Centra Costelloe,
"POINT (-6.0666362 53.1502099)",Public Toilets Greystones,This public toilet has been closed for many years but has recently been refurbished and is now open to the public from 10.30am to 4.30pm. It is directly beside Sweeney's take-away
"POINT (-8.0897154 54.6591698)",Donegal Service Station,
"POINT (-6.301512 53.311287)",Circle K Kimmage,
"POINT (-7.256698200000002 53.9849821)",H12 WA25,
"POINT (-8.4424621 54.92916030000001)",Ionad An Mháchaire,
"POINT (-7.087435200000001 53.83393650000001)",Lidl,
"POINT (-8.312667099999999 51.7755531)",Public Toilet,
"POINT (-8.46702 54.2689)",Dunnes Stores,upstairs in clothes section
"POINT (-8.2115058 52.8616141)",Dunnes Stores,
"POINT (-6.178243200000001 53.3764774)",MACE Raheny,Between the ATM and deli ,may have to ask for key
"POINT (-9.107218999999999 53.4690542)",Joyce's Supermarket Headford,
"POINT (-9.105922999999999 53.467834)",Centra Headford,
"POINT (-6.3174541 53.28276049999999)",SuperValu Knocklyon,
"POINT (-8.2942968 51.80261609999999)",La Scala,
"POINT (-8.1745447 51.9178568)",Hurley's SuperValu Midleton,
"POINT (-8.4882863 51.8835777)",Ryan's SuperValu Togher,
"POINT (-8.4716107 51.8989193)",Dunnes Stores,On the top floor beside the cafe
"POINT (-8.175613799999999 52.4787268)",Tipperary Town Plaza,
"POINT (-8.1693686 52.47485210000001)",Amber Service Station,
"POINT (-8.1674914 52.4743338)",Applegreen,
"POINT (-8.1772984 52.4784513)",Tipp Town Shopping Centre,
"POINT (-7.3194165 54.4971124)",Fintona public toilets,
"POINT (-7.6489856 54.34885489999999)",Toilets,
"POINT (-7.724784099999999 54.5235602)",Kesh Public Toilets,
"POINT (-9.632289700000001 52.0404433)",Public Toilet,
"POINT (-9.9814989 52.142418)",Public Toilet,
"POINT (-6.297876100000001 53.2959675)",Rathfarnham Shopping Centre,On the ground floor at the stair well
"POINT (-9.2856383 53.11789650000001)",Fanore Beach Public Toilets,
"POINT (-7.8708717 54.2965044)",Belcoo Public Toilets,
"POINT (-6.306932999999999 53.41686)",Applegreen,
"POINT (-6.3331964 53.3761543)",SuperValu Rathborne,
"POINT (-6.4648369 53.3681007)",Playground - St. Catherine's Park,
"POINT (-6.6861835 53.6542036)",Navan Shopping Centre Toilets,
"POINT (-8.090505000000002 54.61516700000001)",Robert Kee Service Station,
"POINT (-6.5411733 53.8565244)",Lanney's SuperValu Ardee,
"POINT (-6.416462900000001 53.9317047)",Applegreen Castlebellingham - Northbound,
"POINT (-6.2583412 53.63761)",Circle K,
"POINT (-7.369448 52.139674)",Bunmahon Public Toilets,
"POINT (-6.247418699999999 53.6974438)",Tesco Superstore,
"POINT (-5.5486637 54.3817401)",Public Toilet,Pay to use
"POINT (-5.472272799999999 54.4363475)",Toilet,
"POINT (-5.616827000000001 54.6764072)",Groomsport Harbour Public toilets,
"POINT (-5.5322079 54.6348183)",The Commons Public Toilet,
"POINT (-5.6521946 54.6655433)",Ballyholme Public Toilets,
"POINT (-7.591112899999998 54.70656049999999)",SPAR Dergvalley Castlederg,
"POINT (-6.974744599999998 52.7426123)",Arboretum Home & Garden Heaven, Inspirational Gardens & Rachel's Café,
"POINT (-7.136728999999998 52.25035370000001)",Waterford Shopping Centre,
"POINT (-5.8193743 54.8499811)",Public Toilet,
"POINT (-5.815681199999999 54.8520851)",Public Toilets Larne (2),
"POINT (-8.2789784 52.92451)",Dromineer Toilets,
"POINT (-6.0433337 52.9812125)",Wicklow Town Public Toilet,Pay to use
"POINT (-5.7621346 54.39758)",Crossgar Public Toilets,
"POINT (-5.698156200000001 54.5934166)",Newtownards Public Toilets,
"POINT (-10.0180042 53.4890638)",Clifden Public Toilets,
"POINT (-6.984197 52.1920663)",Woodstown Beach Public Toilets,
"POINT (-7.7285197 54.95373250000001)",Bus Eireann Letterkenny,it is accessible. Usually very clean and has toilet paper. I have used this toilet many a time even when I wasn't waiting on a bus/using the bus services
"POINT (-6.3720939 53.2866051)",The Square Tallaght Toilets,Free to use
"POINT (-7.4104339 52.3479397)",Public Toilet,Pay to use - 25c for entry
"POINT (-6.1876157 53.1847703)",Powerscourt House & Gardens Toilets,Free to use
"POINT (-8.20751 53.059362)",Terryglass Harbour Public Toilets,
"POINT (-8.9421529 53.3037576)",Topaz Glynn's / Circle K,
"POINT (-9.0720807 53.2772855)",Topaz Arch,
"POINT (-9.2098398 53.2492481)",Slemon's Daybreak,Outside service station. Must go inside for key
"POINT (-9.0486111 53.2758333)",TK Maxx,Toilets are upstairs
"POINT (-9.0992129 53.2730129)",Harvey Norman Galway,Upstairs, accessible by elevator and escalator
"POINT (-9.8244648 53.769176)",Carrowmore Beach Public Toilets,
"POINT (-9.054075400000002 53.2697482)",Spanish Arch Portaloos,
"POINT (-8.87003 51.596714)",Inchydoney Beach Toilets,
"POINT (-9.902697 52.1120176)",Cromane Strand Toilets,
"POINT (-9.9763291 52.0541089)",Rossbeigh Strand Toilets,
"POINT (-9.7711892 53.7764775)",Old Head Beach Car Park,
"POINT (-7.780505799999999 52.9580818)",Mulrooneys Gala Shop & Inver Service Station,Not the cleanest but open to the public. Wheelchair friendly. Outside the shop so you don't have to go inside or look for a key.
"POINT (-6.0825 53.5475)",Public Toilet,Behind Cove Cottage
"POINT (-6.359700799999999 53.2990477)",Kilnamanagh Shopping Centre,
"POINT (-8.00187 51.859391)",Garryvoe Beach Toilets,
"POINT (-6.969912300000001 54.2484355)",Fleming 's SuperValu Monaghan,
"POINT (-6.1656262 53.281865)",Deansgrange Cemetery Toilet,
"POINT (-8.5720061 54.3078383)",Rosses Point Toilets,
"POINT (-6.167209599999999 53.3882916)",Kilbarrack Shopping Centre,
"POINT (-6.3872738 53.7266401)",Lidl,
"POINT (-6.16082 53.26644899999999)",Dunnes Stores,
"POINT (-6.236348899999999 53.4169129)",Dardistown Crematorium,
"POINT (-8.9309082 53.26973530000001)",Tesco Superstore,
"POINT (-6.062579800000001 53.1444314)",Meridian Point Shopping Centre,
"POINT (-9.677879299999997 52.26292429999999)",Manor West Shopping Centre,Opposite Tesco upstairs
"POINT (-6.2962718 52.6710624)",Spice Retail Home & Garden,At the back of the shop near the paint section, 
"POINT (-6.107603999999999 53.2856027)",Bullock Harbour,Portaloos
"POINT (-8.656286399999999 52.14646579999999)",Supermac's & Papa John's,
"POINT (-6.2449719 53.6987051)",Public Toilets Bettystown,50c to use, open during the day
"POINT (-6.2973038 53.38259739999999)",Tesco Extra,
"POINT (-6.8825762 52.8024892)",Circle K Rathcrogue Junction 5 M9,Door between deli and cantina
"POINT (-9.953347199999998 53.80707899999999)",Clare Island Community Centre,
"POINT (-5.9384084 54.6183961)",Public Toilets,
"POINT (-6.2827122 53.3242318)",Mount Jerome Victorian Chapel,On the left of the victorian chapel (crematorium) up the Avenue. Wheelchair accessible toilet.
"POINT (-5.890084400000001 54.5956862)",Connswater Shopping Centre,
"POINT (-6.2769398 53.3695898)",Glasnevin Cemetery Museum Toilets,accessible from outside, beside the Tower Cafe
"POINT (-10.0340826 52.3105744)",Public Toilets,
"POINT (-6.388377300000001 53.5013493)",Daybreak,
"POINT (-6.272340400000001 53.2692773)",The Wicklow Way Café,
"POINT (-6.175542399999999 53.3695471)",Olive’s Room,9am to 6pm Monday to Sunday
"POINT (-6.2670798 53.3439636)",City Hall,10am to 5pm Monday to Sunday
"POINT (-6.265021000000001 53.39040199999999)",Ballymun Library,Road, Ballymun, Dublin 9

M


Tuesday, Wednesday, Friday & Saturday 10am to 4pm
"POINT (-6.2996629 53.3617347)",Cabra Library,Monday & Thursday 1pm to 8pm

Tuesday, Wednesday, Friday & Saturday 10am to 4pm
"POINT (-6.212140399999999 53.39634249999999)",Coolock Library,Monday & Thursday 1pm to 8pm

Tuesday, Wednesday, Friday & Saturday 10am to 4pm
"POINT (-6.173108 53.38001499999999)",Raheny Library,Monday & Thursday 1pm to 8pm

Tuesday, Wednesday, Friday & Saturday 10am to 4pm
"POINT (-6.3516951 53.34008859999999)",Ballyfermot Library,Monday & Thursday 1pm to 8pm

Tuesday, Wednesday, Friday & Saturday 10am to 4pm
"POINT (-6.2451938 53.3431398)",Pearse Street Library,Monday & Thursday 1pm to 8pm

Tuesday, Wednesday, Friday & Saturday 10am to 4pm
"POINT (-6.265871000000001 53.324196)",Rathmines Library,Monday & Thursday 1pm to 8pm

Tuesday, Wednesday, Friday & Saturday 10am to 4pm
"POINT (-6.2589884 53.3698971)",Drumcondra Library,Monday 1pm to 8pm

Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm
"POINT (-6.230509000000001 53.328127)",Pembroke Library,Monday 1pm to 8pm

Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm
"POINT (-6.285241399999999 53.3089573)",Terenure Library,Monday 1pm to 8pm

Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm
"POINT (-6.321790399999999 53.3186921)",Walkinstown Library,Monday 1pm to 8pm

Tuesday, Wednesday, Thursday, Friday and Saturday 10am to 4pm
"POINT (-6.959638000000001 52.70192369999999)",Toilet,Pay to use
"POINT (-8.436341399999998 51.8780691)",Circle K Douglas,
"POINT (-8.508618499999999 51.90260869999999)",Applegreen, Hollyhill,
"POINT (-8.937635799999997 51.8913287)",Circle K,
"POINT (-9.292791699999999 53.85129449999999)",Maxol Service Station, Duffy's,
"POINT (-9.9422448 52.0557637)",Centra Glenbeigh,
"POINT (-8.789831300000001 52.5647887)",Adare Heritage Centre,
"POINT (-9.460905 51.6797656)",Bantry Marina Toilets,
"POINT (-10.1736738 51.8279643)",Public Toilets,
"POINT (-8.3917016 51.8196077)",Maxol Carraig Uí Leighin,
"POINT (-8.5071734 54.2113702)",Whiteside's SuperValu Ballisodare,
"POINT (-9.1524994 54.1159311)",Dunnes Stores Ballina,Still there, 20p entrance charge but well worth it.

"POINT (-9.09632 54.2201249)",Enniscrone Pier Public Toilets,
"POINT (-8.6318245 54.6235345)",Teelin Pier Toilets,Portaloos
"POINT (-6.199135899999999 53.6077001)",Applegreen Toilets,
"POINT (-7.9765439 53.5684121)",Public Toilets Barley Harbour,Not accessible but was open on a Sunday afternoon in May 21 so must be open daylight hours at least
Running water - might be no harm to have your own loo roll. Beside a scenic parking area on Lough Ree
"POINT (-8.4190285 54.7600982)",Maloney's Texaco Service Station,They're more portaloos than toilets. Around the side, they don't flush either but if you're in a pinch they'll do
"POINT (-6.257516 54.0888685)",Public Toilets Omeath,
"POINT (-6.9611049 52.3888932)",Manor Four Courts Gala Shop,
"POINT (-8.575866399999999 53.9003034)",Top Oil Ballaghaderreen Towey's Service Station,
"POINT (-6.377799 53.9885462)",Park Cafe,
"POINT (-7.888126619956786 55.158242527899304)",Toilet at Ards Forest Park Donegal ,Barrier entry fee for cars normally 5euro but currently free. The park and toilets is always free for entry for people to walk to.
"POINT (-9.817889899999999 53.3245254)",Siopa Dowd, Top Oil Service Station.,
"POINT (-6.7477432 53.3403097)",Donadea Coffee House,
"POINT (-8.675561000000002 52.34734830000001)",Amber Charleville,
"POINT (-9.502554600000002 52.0194737)",Muckross House Public Toilets,
"POINT (-9.058175 53.271487)",Portaloo in Mill St Car Park,
"POINT (-7.219006200000003 52.2408954)",Mount Congreve Gardens,The toilets are in the yard of Mount Congreve (you can also get lovely coffee there). Access to this area is free. - you pay at the booth if you want to tour the beautiful gardens.
"POINT (-7.0628222 54.0670483)",Argues Applegreen,
"POINT (-6.969275700000001 54.25226139999999)",Monaghan Bus Station Toilets,
"POINT (-7.356075 54.0095892)",Maxol Service Station, Cullies,inside the shop to right hand side as enter near food counter
"POINT (-7.031006 53.7968273)",Top Oil Yore's Garage Virginia,
"POINT (-6.1317945 53.2941171)",Public Toilets Dun Laoghaire,
"POINT (-9.0595698 52.4517201)",Public Toilet Newcastle West,Pay to use, automated
"POINT (-7.7320196 54.9538874)",The Regional Cultural Centre,Accessible. Council Building. Open Tues- Sat, during daytime hours. The staff are sound.
"POINT (-6.235045 53.3441816)",Mackenzie's,Go to the left of where people order drinks, it's accessible
"POINT (-6.2650966 53.27739979999999)",Lidl,
"POINT (-6.2680013 53.2924081)",Homebase - Dublin Nutgrove,
"POINT (-6.3408432 53.280792)",Firhouse Shopping Centre Toilets,
"POINT (-9.899472222222222 51.639)",Bere Island Public Toilets,Toilet is accessible embarking or disembarking from the ferry.
"POINT (-7.334562699999999 53.5188643)",Buckleys Centra,
"POINT (-6.1008837 53.20452359999999)",Daly Station Bray,There are toilets on the station, and the key on request from staff
"POINT (-6.289584700000001 53.35794180000001)",Lidl Cabra East,
"POINT (-7.634051899999999 52.0837786)",Circle K Dungarvan,
"POINT (-8.264627400000002 52.1641261)",Circle K Fermoy,
"POINT (-8.450052353956048 54.46416934989597)",Public Toilets Mullaghmore Harbour,
"POINT (-6.8129393 52.8571835)",Duckett's Grove House,Accessible and clean subject to summer and winter opening hours but open every day year round.
"POINT (-6.27983 53.35213)",The Barbers Bar,Toilets in The Barbers pub available to public for €2 charity donation to local homeless shelter
"POINT (-9.458825100000002 51.56262629999999)",Ballydehob Community Hall,Clean, accessible, Plenty of parking

"POINT (-8.2765618 52.1384991)",Fermoy Public Toilets,
"POINT (-6.647404 55.2031873)",East Strand Pay and Display Car Park,
"POINT (-5.806616399999999 54.716216)",De Courcy Centre,
"POINT (-6.4309941 53.2952406)",Circle K City Avenue,
"POINT (-6.4229098 53.28319289999999)",Citywest Shopping Centre,
"POINT (-6.456439499999999 53.2842142)",Avoca Rathcoole,
"POINT (-5.801092000000001 54.717066)",Marine Gardens,
"POINT (-7.636602200000001 54.3436645)",Erneside Shopping Centre,
